dlga_lord_talk_why_not_repeat:lord_strategy_why_not_select|У вас были похожие вопросы? Почему мы не...
dlga_lord_talk_ask_marriage_1:lord_pretalk|Не принимайте мой ответ близко к сердцу, но у меня как у монарха есть другие планы на моих детей.
dlga_lord_talk_ask_marriage_1:lord_pretalk.1|Чтобы союз был надежным, вы можете закрепить его браком. К сожалению, в моем доме нет девушек на выданье.
dlga_lord_talk_ask_marriage_1:lord_courtship_pre_permission|{s15}
dlga_lord_talk_ask_marriage_1:lord_marriage_proposal_female_pc_confirm|Вы что, предлагаете нам пожениться?
dlga_lord_courtship_pre_permission:lord_courtship_permission|Могу ли я {s15} считаться женихом?
dlga_lord_courtship_pre_permission:lord_marriage_permission_engagement_date|ЧИТ - Заключить помолвку
dlga_lord_courtship_pre_permission:lord_pretalk|Не берите в голову.
dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|Да, таково мое предложение.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|Нет. Думаю, вы неправильно меня поняли.
dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|Полагаю, теперь мне следует отправить послание вашей семье, чтобы они разрешили вам выйти замуж. Впрочем, мне кажется, вы вправе принимать собственные решения.
dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|Вы совершенно правы.
dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|Прекрасно. Раз у нас нет причин откладывать свадьбу, стоит ли нам подумать о помолвке? Я созову гостей на пир, и вы с женихом сможете обменяться клятвами. Если пожелаете...
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|Да, пожелаю.
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|Вообще-то, мне надо подумать.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|Хорошо. С божьей помощью, через месяц с небольшим вы станете мужем и женой, {s12}.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|Конечно, милая. Думайте, сколько сочтете нужным.
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|Я дважды не повторяю, {s4}! Сдавайтесь или умрете!
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
dlga_lord_talk:lord_predemand|Я здесь, чтобы передать вам свои требования!
dlga_lord_predemand:lord_demand|А? Чего вы хотите?
dlga_lord_demand:lord_ultimatum_surrender|Я предлагаю вам единственный шанс - сдавайтесь, или вы умрете.
dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}
dlga_lord_attack_verify:lord_attack_verify_commit|Это не ваше дело! Готовьтесь к бою!
dlga_lord_attack_verify:lord_attack_verify_cancel|Простите меня, повелитель. Я не знаю, как так получилось.
dlga_lord_attack_verify_cancel:close_window|Тогда убирайтесь.
dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}
dlga_lord_attack_verify_b:lord_attack_verify_cancel|Простите меня, повелитель. Я не знаю, как так получилось.
dlga_lord_attack_verify_b:lord_attack_verify_commit|Я не изменю решения. Готовьтесь к бою!
dlga_lord_attack_verify_commit:close_window|{s43}
dlga_lord_demand:lord_pretalk|Простите меня. Ничего не случилось.
dlga_lord_talk:liege_defends_claim_1|В странствиях мне повстречался человек по имени {s45}...
